"B01","DGN","Dungannon","03-FEB-20 12.00.00.000000 PM"
"B01","DORSET","Dorset","03-FEB-20 12.00.00.000000 PM"
"B01","DOW","Down","03-FEB-20 12.00.00.000000 PM"
"B01","DRY","Derry","03-FEB-20 12.00.00.000000 PM"
"B01","DUR","Durham","03-FEB-20 12.00.00.000000 PM"
"B01","DYFED","Dyfed","03-FEB-20 12.00.00.000000 PM"
"B01","E YORK","East Riding of Yorkshire","03-FEB-20 12.00.00.000000 PM"
"B01","E.SUSX","East Sussex","03-FEB-20 12.00.00.000000 PM"
"B01","EAY","East Ayrshire","03-FEB-20 12.00.00.000000 PM"
"B01","EDB","East Dunbartonshire","03-FEB-20 12.00.00.000000 PM"
"B01","ELT","East Lothian","03-FEB-20 12.00.00.000000 PM"
"B01","ERF","East Renfrewshire","03-FEB-20 12.00.00.000000 PM"
"B01","ESSEX","Essex","03-FEB-20 12.00.00.000000 PM"
"B01","FAL","Falkirk","03-FEB-20 12.00.00.000000 PM"
"B01","FER","Fermanagh","03-FEB-20 12.00.00.000000 PM"
"B01","FIFE","Fife Region","03-FEB-20 12.00.00.000000 PM"
"B01","GLC","Glasgow City","03-FEB-20 12.00.00.000000 PM"
"B01","GLOUCS","Gloucestershire","03-FEB-20 12.00.00.000000 PM"
"B01","GRAMP","Grampian Region","03-FEB-20 12.00.00.000000 PM"
"B01","GT LON","Greater London","03-FEB-20 12.00.00.000000 PM"
"B01","GT MAN","Greater Manchester","03-FEB-20 12.00.00.000000 PM"
"B01","GWENT","Gwent","03-FEB-20 12.00.00.000000 PM"
"B01","GWYND","Gwynedd","03-FEB-20 12.00.00.000000 PM"
"B01","HANTS","Hampshire","03-FEB-20 12.00.00.000000 PM"
"B01","HERTS","Hertfordshire","03-FEB-20 12.00.00.000000 PM"
"B01","HFORD","Herefordshire","03-FEB-20 12.00.00.000000 PM"
"B01","HIGHLD","Highland Region","03-FEB-20 12.00.00.000000 PM"
"B01","HUMB","Humberside","03-FEB-20 12.00.00.000000 PM"
"B01","INV","Inverclyde","03-FEB-20 12.00.00.000000 PM"
"B01","IOM","Isle of Man","03-FEB-20 12.00.00.000000 PM"
"B01","IOS","Isles of Scilly","03-FEB-20 12.00.00.000000 PM"
"B01","IOW","Isle of Wight","03-FEB-20 12.00.00.000000 PM"
"B01","KENT","Kent","03-FEB-20 12.00.00.000000 PM"
"B01","LANCS","Lancashire","03-FEB-20 12.00.00.000000 PM"
"B01","LEICS","Leicestershire","03-FEB-20 12.00.00.000000 PM"
"B01","LINCS","Lincolnshire","03-FEB-20 12.00.00.000000 PM"
"B01","LMV","Limavady","03-FEB-20 12.00.00.000000 PM"
"B01","LOTH","Lothian Region","03-FEB-20 12.00.00.000000 PM"
"B01","LRN","Larne","03-FEB-20 12.00.00.000000 PM"
"B01","LSB","Lisburn","03-FEB-20 12.00.00.000000 PM"
"B01","M GLAM","Mid Glamorgan","03-FEB-20 12.00.00.000000 PM"
"B01","MDDSX","Middlesex","03-FEB-20 12.00.00.000000 PM"
"B01","MERSYD","Merseyside","03-FEB-20 12.00.00.000000 PM"
"B01","MFT","Magherafelt","03-FEB-20 12.00.00.000000 PM"
"B01","MLT","Midlothian","03-FEB-20 12.00.00.000000 PM"
"B01","MOR","Moray","03-FEB-20 12.00.00.000000 PM"
"B01","MYL","Moyle","03-FEB-20 12.00.00.000000 PM"
"B01","N YORK","North Yorkshire","03-FEB-20 12.00.00.000000 PM"
"B01","NAY","North Ayrshire","03-FEB-20 12.00.00.000000 PM"
"B01","NDN","North Down","03-FEB-20 12.00.00.000000 PM"
"B01","NHANTS","Northamptonshire","03-FEB-20 12.00.00.000000 PM"
"B01","NLN","North Lanarkshire","03-FEB-20 12.00.00.000000 PM"
"B01","NORFLK","Norfolk","03-FEB-20 12.00.00.000000 PM"
"B01","NOTTS","Nottinghamshire","03-FEB-20 12.00.00.000000 PM"
"B01","NTA","Newtownabbey","03-FEB-20 12.00.00.000000 PM"
"B01","NTHUMB","Northumberland","03-FEB-20 12.00.00.000000 PM"
"B01","NYM","Newry and Mourne","03-FEB-20 12.00.00.000000 PM"
"B01","OMH","Omagh","03-FEB-20 12.00.00.000000 PM"
"B01","ORK","Orkney Islands","03-FEB-20 12.00.00.000000 PM"
"B01","OXON","Oxfordshire","03-FEB-20 12.00.00.000000 PM"
"B01","PEMB","Pembrokeshire","03-FEB-20 12.00.00.000000 PM"
"B01","PER","Perth and Kinross","03-FEB-20 12.00.00.000000 PM"
"B01","POWYS","Powys","03-FEB-20 12.00.00.000000 PM"
"B01","REN","Renfrewshire","03-FEB-20 12.00.00.000000 PM"
"B01","RUTLND","Rutland","03-FEB-20 12.00.00.000000 PM"
"B01","S GLAM","South Glamorgan","03-FEB-20 12.00.00.000000 PM"
"B01","SAY","South Ayrshire","03-FEB-20 12.00.00.000000 PM"
"B01","SHET","Shetland Islands","03-FEB-20 12.00.00.000000 PM"
"B01","SHROPS","Shropshire","03-FEB-20 12.00.00.000000 PM"
"B01","SLN","South Lanarkshire","03-FEB-20 12.00.00.000000 PM"
"B01","SOMER","Somerset","03-FEB-20 12.00.00.000000 PM"
"B01","STAFFS","Staffordshire","03-FEB-20 12.00.00.000000 PM"
"B01","STB","Strabane","03-FEB-20 12.00.00.000000 PM"
"B01","STI","Stirling","03-FEB-20 12.00.00.000000 PM"
"B01","STRATH","Strathclyde Region","03-FEB-20 12.00.00.000000 PM"
"B01","SUFFK","Suffolk","03-FEB-20 12.00.00.000000 PM"
"B01","SURREY","Surrey","03-FEB-20 12.00.00.000000 PM"
"B01","SYORKS","South Yorkshire","03-FEB-20 12.00.00.000000 PM"
"B01","T&W","Tyne & Wear","03-FEB-20 12.00.00.000000 PM"
"B01","TAYS","Tayside Region","03-FEB-20 12.00.00.000000 PM"
"B01","W GLAM","West Glamorgan","03-FEB-20 12.00.00.000000 PM"
"B01","W ISLS","Eilean Siar (Western Isles)","03-FEB-20 12.00.00.000000 PM"
"B01","W SUSX","West Sussex","03-FEB-20 12.00.00.000000 PM"
"B01","WARWKS","Warwickshire","03-FEB-20 12.00.00.000000 PM"
"B01","WDB","West Dunbartonshire","03-FEB-20 12.00.00.000000 PM"
"B01","WILTS","Wiltshire","03-FEB-20 12.00.00.000000 PM"
"B01","WLT","West Lothian","03-FEB-20 12.00.00.000000 PM"
"B01","WOR","Worcestershire","03-FEB-20 12.00.00.000000 PM"
"B01","WSTMID","West Midlands","03-FEB-20 12.00.00.000000 PM"
"B01","WYORKS","West Yorkshire","03-FEB-20 12.00.00.000000 PM"
"B03","ABW","Aruba","N","03-FEB-20 12.00.00.000000 PM"
"B03","AFG","Afghanistan","N","03-FEB-20 12.00.00.000000 PM"
"B03","AGO","Angola","N","03-FEB-20 12.00.00.000000 PM"
"B03","AIA","Anguilla","N","03-FEB-20 12.00.00.000000 PM"
"B03","ALA","Aland Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","ALB","Albania","N","03-FEB-20 12.00.00.000000 PM"
"B03","AND","Andorra","N","03-FEB-20 12.00.00.000000 PM"
"B03","ANT","Netherlands Antilles","N","03-FEB-20 12.00.00.000000 PM"
"B03","ARE","United Arab Emirates","N","03-FEB-20 12.00.00.000000 PM"
"B03","ARG","Argentina","N","03-FEB-20 12.00.00.000000 PM"
"B03","ARM","Armenia","N","03-FEB-20 12.00.00.000000 PM"
"B03","ASM","American Samoa","N","03-FEB-20 12.00.00.000000 PM"
"B03","ATA","Antarctica","N","03-FEB-20 12.00.00.000000 PM"
"B03","ATF","French Southern Territories","N","03-FEB-20 12.00.00.000000 PM"
"B03","ATG","Antigua and Barbuda","N","03-FEB-20 12.00.00.000000 PM"
"B03","AUS","Australia","N","03-FEB-20 12.00.00.000000 PM"
"B03","AUT","Austria","Y","03-FEB-20 12.00.00.000000 PM"
"B03","AZE","Azerbaijan","N","03-FEB-20 12.00.00.000000 PM"
"B03","BDI","Burundi","N","03-FEB-20 12.00.00.000000 PM"
"B03","BEL","Belgium","Y","03-FEB-20 12.00.00.000000 PM"
"B03","BEN","Benin","N","03-FEB-20 12.00.00.000000 PM"
"B03","BFA","Burkina Faso","N","03-FEB-20 12.00.00.000000 PM"
"B03","BGD","Bangladesh","N","03-FEB-20 12.00.00.000000 PM"
"B03","BGR","Bulgaria","Y","03-FEB-20 12.00.00.000000 PM"
"B03","BHR","Bahrain","N","03-FEB-20 12.00.00.000000 PM"
"B03","BHS","Bahamas","N","03-FEB-20 12.00.00.000000 PM"
"B03","BIH","Bosnia and Herzegovina","N","03-FEB-20 12.00.00.000000 PM"
"B03","BLM","Saint Barthelemy","N","03-FEB-20 12.00.00.000000 PM"
"B03","BLR","Belarus","N","03-FEB-20 12.00.00.000000 PM"
"B03","BLZ","Belize","N","03-FEB-20 12.00.00.000000 PM"
"B03","BMU","Bermuda","N","03-FEB-20 12.00.00.000000 PM"
"B03","BNO","British National Overseas","N","03-FEB-20 12.00.00.000000 PM"
"B03","BOL","Bolivia","N","03-FEB-20 12.00.00.000000 PM"
"B03","BOT","British Overseas Territories","N","03-FEB-20 12.00.00.000000 PM"
"B03","BRA","Brazil","N","03-FEB-20 12.00.00.000000 PM"
"B03","BRB","Barbados","N","03-FEB-20 12.00.00.000000 PM"
"B03","BRN","Brunei Darussalam","N","03-FEB-20 12.00.00.000000 PM"
"B03","BTN","Bhutan","N","03-FEB-20 12.00.00.000000 PM"
"B03","BVT","Bouvet Island","N","03-FEB-20 12.00.00.000000 PM"
"B03","BWA","Botswana","N","03-FEB-20 12.00.00.000000 PM"
"B03","CAF","Central African Republic","N","03-FEB-20 12.00.00.000000 PM"
"B03","CAN","Canada","N","03-FEB-20 12.00.00.000000 PM"
"B03","CCK","Cocos (Keeling) Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","CHE","Switzerland","N","03-FEB-20 12.00.00.000000 PM"
"B03","CHI","Channel Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","CHL","Chile","N","03-FEB-20 12.00.00.000000 PM"
"B03","CHN","China","N","03-FEB-20 12.00.00.000000 PM"
"B03","CIV","Cote D'Ivoire","N","03-FEB-20 12.00.00.000000 PM"
"B03","CLG","College Address","N","03-FEB-20 12.00.00.000000 PM"
"B03","CMR","Cameroon","N","03-FEB-20 12.00.00.000000 PM"
"B03","COD","Congo, The Democratic Republic","N","03-FEB-20 12.00.00.000000 PM"
"B03","COG","Congo","N","03-FEB-20 12.00.00.000000 PM"
"B03","COK","Cook Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","COL","Colombia","N","03-FEB-20 12.00.00.000000 PM"
"B03","COM","Comoros","N","03-FEB-20 12.00.00.000000 PM"
"B03","CPV","Cape Verde","N","03-FEB-20 12.00.00.000000 PM"
"B03","CRI","Costa Rica","N","03-FEB-20 12.00.00.000000 PM"
"B03","CUB","Cuba","N","03-FEB-20 12.00.00.000000 PM"
"B03","CXR","Christmas Island","N","03-FEB-20 12.00.00.000000 PM"
"B03","CYM","Cayman Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","CYP","Cyprus","Y","03-FEB-20 12.00.00.000000 PM"
"B03","CZE","Czech Republic","Y","03-FEB-20 12.00.00.000000 PM"
"B03","DEU","Germany","Y","03-FEB-20 12.00.00.000000 PM"
"B03","DJI","Djibouti","N","03-FEB-20 12.00.00.000000 PM"
"B03","DMA","Dominica","N","03-FEB-20 12.00.00.000000 PM"
"B03","DNK","Denmark","Y","03-FEB-20 12.00.00.000000 PM"
"B03","DOM","Dominican Republic","N","03-FEB-20 12.00.00.000000 PM"
"B03","DZA","Algeria","N","03-FEB-20 12.00.00.000000 PM"
"B03","ECU","Ecuador","N","03-FEB-20 12.00.00.000000 PM"
"B03","EGY","Egypt","N","03-FEB-20 12.00.00.000000 PM"
"B03","ERI","Eritrea","N","03-FEB-20 12.00.00.000000 PM"
"B03","ESH","Western Sahara","N","03-FEB-20 12.00.00.000000 PM"
"B03","ESP","Spain","Y","03-FEB-20 12.00.00.000000 PM"
"B03","EST","Estonia","Y","03-FEB-20 12.00.00.000000 PM"
"B03","ETH","Ethiopia","N","03-FEB-20 12.00.00.000000 PM"
"B03","FIN","Finland","Y","03-FEB-20 12.00.00.000000 PM"
"B03","FJI","Fiji","N","03-FEB-20 12.00.00.000000 PM"
"B03","FLK","Falkland Islands (Malvinas)","N","03-FEB-20 12.00.00.000000 PM"
"B03","FRA","France","Y","03-FEB-20 12.00.00.000000 PM"
"B03","FRO","Faroe Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","FSM","Micronesia, Federated States","N","03-FEB-20 12.00.00.000000 PM"
"B03","GAB","Gabon","N","03-FEB-20 12.00.00.000000 PM"
"B03","GBR","United Kingdom","Y","03-FEB-20 12.00.00.000000 PM"
"B03","GEO","Georgia","N","03-FEB-20 12.00.00.000000 PM"
"B03","GGY","Guernsey","N","03-FEB-20 12.00.00.000000 PM"
"B03","GHA","Ghana","N","03-FEB-20 12.00.00.000000 PM"
"B03","GIB","Gibraltar","N","03-FEB-20 12.00.00.000000 PM"
"B03","GIN","Guinea","N","03-FEB-20 12.00.00.000000 PM"
"B03","GLP","Guadeloupe","N","03-FEB-20 12.00.00.000000 PM"
"B03","GMB","Gambia","N","03-FEB-20 12.00.00.000000 PM"
"B03","GNB","Guinea-Bissau","N","03-FEB-20 12.00.00.000000 PM"
"B03","GNQ","Equatorial Guinea","N","03-FEB-20 12.00.00.000000 PM"
"B03","GRC","Greece","Y","03-FEB-20 12.00.00.000000 PM"
"B03","GRD","Grenada","N","03-FEB-20 12.00.00.000000 PM"
"B03","GRL","Greenland","N","03-FEB-20 12.00.00.000000 PM"
"B03","GTM","Guatemala","N","03-FEB-20 12.00.00.000000 PM"
"B03","GUF","French Guiana","N","03-FEB-20 12.00.00.000000 PM"
"B03","GUM","Guam","N","03-FEB-20 12.00.00.000000 PM"
"B03","GUY","Guyana","N","03-FEB-20 12.00.00.000000 PM"
"B03","HKG","Hong Kong","N","03-FEB-20 12.00.00.000000 PM"
"B03","HMD","Heard and McDonald Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","HND","Honduras","N","03-FEB-20 12.00.00.000000 PM"
"B03","HRV","Croatia","N","03-FEB-20 12.00.00.000000 PM"
"B03","HTI","Haiti","N","03-FEB-20 12.00.00.000000 PM"
"B03","HUN","Hungary","Y","03-FEB-20 12.00.00.000000 PM"
"B03","IDN","Indonesia","N","03-FEB-20 12.00.00.000000 PM"
"B03","IMN","Isle of Man","N","03-FEB-20 12.00.00.000000 PM"
"B03","IND","India","N","03-FEB-20 12.00.00.000000 PM"
"B03","IOT","British Indian Ocean Territory","N","03-FEB-20 12.00.00.000000 PM"
"B03","IRL","Ireland","Y","03-FEB-20 12.00.00.000000 PM"
"B03","IRN","Iran (Islamic Republic Of)","N","03-FEB-20 12.00.00.000000 PM"
"B03","IRQ","Iraq","N","03-FEB-20 12.00.00.000000 PM"
"B03","ISL","Iceland","N","03-FEB-20 12.00.00.000000 PM"
"B03","ISR","Israel","N","03-FEB-20 12.00.00.000000 PM"
"B03","ITA","Italy","Y","03-FEB-20 12.00.00.000000 PM"
"B03","JAM","Jamaica","N","03-FEB-20 12.00.00.000000 PM"
"B03","JEY","Jersey","N","03-FEB-20 12.00.00.000000 PM"
"B03","JOR","Jordan","N","03-FEB-20 12.00.00.000000 PM"
"B03","JPN","Japan","N","03-FEB-20 12.00.00.000000 PM"
"B03","KAZ","Kazakhstan","N","03-FEB-20 12.00.00.000000 PM"
"B03","KEN","Kenya","N","03-FEB-20 12.00.00.000000 PM"
"B03","KGZ","Kyrgyzstan","N","03-FEB-20 12.00.00.000000 PM"
"B03","KHM","Cambodia","N","03-FEB-20 12.00.00.000000 PM"
"B03","KIR","Kiribati","N","03-FEB-20 12.00.00.000000 PM"
"B03","KNA","Saint Kitts and Nevis","N","03-FEB-20 12.00.00.000000 PM"
"B03","KOR","Korea, Republic of","N","03-FEB-20 12.00.00.000000 PM"
"B03","KOS","Kosovo","N","03-FEB-20 12.00.00.000000 PM"
"B03","KWT","Kuwait","N","03-FEB-20 12.00.00.000000 PM"
"B03","LAO","Lao People's Democratic Rep","N","03-FEB-20 12.00.00.000000 PM"
"B03","LBN","Lebanon","N","03-FEB-20 12.00.00.000000 PM"
"B03","LBR","Liberia","N","03-FEB-20 12.00.00.000000 PM"
"B03","LBY","Libyan Arab Jamahiriya","N","03-FEB-20 12.00.00.000000 PM"
"B03","LCA","Saint Lucia","N","03-FEB-20 12.00.00.000000 PM"
"B03","LIE","Liechtenstein","N","03-FEB-20 12.00.00.000000 PM"
"B03","LKA","Sri Lanka","N","03-FEB-20 12.00.00.000000 PM"
"B03","LSO","Lesotho","N","03-FEB-20 12.00.00.000000 PM"
"B03","LTU","Lithuania","Y","03-FEB-20 12.00.00.000000 PM"
"B03","LUX","Luxembourg","Y","03-FEB-20 12.00.00.000000 PM"
"B03","LVA","Latvia","Y","03-FEB-20 12.00.00.000000 PM"
"B03","MAC","Macao","N","03-FEB-20 12.00.00.000000 PM"
"B03","MAF","Saint Martin","N","03-FEB-20 12.00.00.000000 PM"
"B03","MAR","Morocco","N","03-FEB-20 12.00.00.000000 PM"
"B03","MCO","Monaco","N","03-FEB-20 12.00.00.000000 PM"
"B03","MDA","Moldova, Republic of","N","03-FEB-20 12.00.00.000000 PM"
"B03","MDG","Madagascar","N","03-FEB-20 12.00.00.000000 PM"
"B03","MDV","Maldives","N","03-FEB-20 12.00.00.000000 PM"
"B03","MEX","Mexico","N","03-FEB-20 12.00.00.000000 PM"
"B03","MHL","Marshall Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","MKD","Fmr Yugoslav Rep of Macedonia","N","03-FEB-20 12.00.00.000000 PM"
"B03","MLI","Mali","N","03-FEB-20 12.00.00.000000 PM"
"B03","MLT","Malta","Y","03-FEB-20 12.00.00.000000 PM"
"B03","MMR","Myanmar","N","03-FEB-20 12.00.00.000000 PM"
"B03","MNE","Republic of Montenegro","N","03-FEB-20 12.00.00.000000 PM"
"B03","MNG","Mongolia","N","03-FEB-20 12.00.00.000000 PM"
"B03","MNP","Northern Mariana Islands","N","03-FEB-20 12.00.00.000000 PM"
"B03","MOZ","Mozambique","N","03-FEB-20 12.00.00.000000 PM"
"B03","MRT","Mauritania","N","03-FEB-20 12.00.00.000000 PM"
"B03","MSR","Montserrat","N","03-FEB-20 12.00.00.000000 PM"
"B03","MTQ","Martinique","N","03-FEB-20 12.00.00.000000 PM"
"B03","MUS","Mauritius","N","03-FEB-20 12.00.00.000000 PM"
"B03","MWI","Malawi","N","03-FEB-20 12.00.00.000000 PM"
"B03","MYS","Malaysia","N","03-FEB-20 12.00.00.000000 PM"
"B03","MYT","Mayotte","N","03-FEB-20 12.00.00.000000 PM"
"B03","NAM","Namibia","N","03-FEB-20 12.00.00.000000 PM"
"B03","NAP","Not Applicable","","03-FEB-20 12.00.00.000000 PM"
"B03","NCL","New Caledonia","N","03-FEB-20 12.00.00.000000 PM"
"B03","NER","Niger","N","03-FEB-20 12.00.00.000000 PM"
"B03","NFK","Norfolk Island","N","03-FEB-20 12.00.00.000000 PM"
"B03","NGA","Nigeria","N","03-FEB-20 12.00.00.000000 PM"
"B03","NIC","Nicaragua","N","03-FEB-20 12.00.00.000000 PM"
"B03","NIU","Niue","N","03-FEB-20 12.00.00.000000 PM"
"B03","NLD","Netherlands","Y","03-FEB-20 12.00.00.000000 PM"
"B03","NOR","Norway","N","03-FEB-20 12.00.00.000000 PM"
"B03","NPL","Nepal","N","03-FEB-20 12.00.00.000000 PM"
"B03","NRE","Not Reported","","03-FEB-20 12.00.00.000000 PM"
"B03","NRU","Nauru","N","03-FEB-20 12.00.00.000000 PM"
"B03","NZL","New Zealand","N","03-FEB-20 12.00.00.000000 PM"
"B03","OMN","Oman","N","03-FEB-20 12.00.00.000000 PM"
"B03","PAK","Pakistan","N","03-FEB-20 12.00.00.000000 PM"
"B03","PAN","Panama","N","03-FEB-20 12.00.00.000000 PM"
"B03","PCN","Pitcairn","N","03-FEB-20 12.00.00.000000 PM"
"B03","PER","Peru","N","03-FEB-20 12.00.00.000000 PM"
"B03","PHL","Philippines","N","03-FEB-20 12.00.00.000000 PM"
"B03","PLW","Palau","N","03-FEB-20 12.00.00.000000 PM"
"B03","PNG","Papua New Guinea","N","03-FEB-20 12.00.00.000000 PM"
"B03","POL","Poland","Y","03-FEB-20 12.00.00.000000 PM"
"B03","PRI","Puerto Rico","N","03-FEB-20 12.00.00.000000 PM"
"B03","PRK","Korea, Democratic People's Rep","N","03-FEB-20 12.00.00.000000 PM"
"B03","PRT","Portugal","Y","03-FEB-20 12.00.00.000000 PM"
"B03","PRY","Paraguay","N","03-FEB-20 12.00.00.000000 PM"
"B03","PSE","Palestinian Territory, Occupie","N","03-FEB-20 12.00.00.000000 PM"
"B03","PYF","French Polynesia","N","03-FEB-20 12.00.00.000000 PM"
"B03","QAT","Qatar","N","03-FEB-20 12.00.00.000000 PM"
"B03","REU","Reunion","N","03-FEB-20 12.00.00.000000 PM"
"B03","ROU","Romania","Y","03-FEB-20 12.00.00.000000 PM"
"B03","RUS","Russian Federation","N","03-FEB-20 12.00.00.000000 PM"
"B03","RWA","Rwanda","N","03-FEB-20 12.00.00.000000 PM"
